% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=288318, Tue Sep 19 14:16:40 2023, <python>{}</python>
1 20 39.13875687862316 1.000049812561359 3.592828228539881 3.5928282285398812e+00 5.921578419643816 87.15399989261958   
2 40 38.3978051874562 1.000049812561359 3.247427361174367 3.2474273611743669e+00 5.560681631015528 39.12226421822036   
3 60 37.760092347326626 1.000049812561359 3.247427361174367 3.5838995977955799e+00 5.713732805509369 74.63009901717177   
4 80 37.17741230679847 1.0094327914248713 3.247427361174367 3.5619206910768044e+00 5.846438775057725 87.13935834262664   
5 100 36.6504361038263 1.0094327914248713 3.247427361174367 3.4278459678222353e+00 5.308267697401205 12.59732261812772   
6 120 36.175155296122504 1.0094327914248713 3.247427361174367 3.5532626283336901e+00 5.293304824724492 29.976552407038966   
7 140 35.75196399876927 1.0110596841316661 3.247427361174367 3.4825471035352926e+00 3.6721238312104187 12.615504937210911   
8 160 35.367802962202056 1.0110596841316661 3.247427361174367 3.5361681949743895e+00 3.7373098110951144 21.3062678611973   
9 180 35.02117628389244 1.0110596841316661 3.247427361174367 3.5973226181277207e+00 5.407171771460119 65.87750719048562   
10 200 34.700421152365934 1.0130470097247806 3.247427361174367 3.5883539481449604e+00 3.6721238312104187 30.15645558296864   
11 220 34.42614542555965 1.0130470097247806 3.247427361174367 3.5662779964457600e+00 5.278114659230517 56.91550058692483   
12 240 34.1887825245237 1.0130470097247806 3.247427361174367 3.4906116633720226e+00 5.342334251964811 65.94556065373062   
13 260 33.95258589728893 1.0164162177221683 3.247427361174367 3.3029065134945954e+00 3.681880006155784 21.22544845445559   
14 280 33.72546492596814 1.0164162177221683 3.247427361174367 3.3029065134945954e+00 3.6528924692825315 12.553262628333691   
15 300 33.52238902051967 1.0164162177221683 3.247427361174367 3.3795991342828504e+00 3.6966950919409243 89.04192571783379   
16 320 33.319781382752296 1.0199548692487777 3.1250692691479696 3.1250692691479696e+00 3.6769900208615915 74.89520676758501   
17 340 33.116657837707855 1.0199548692487777 3.1250692691479696 3.2569968121905175e+00 3.5973226181277207 87.21998334634746   
18 360 32.93048876759798 1.0199548692487777 3.1250692691479696 3.2764148980476193e+00 3.6018372984822475 12.548961546434299   
19 380 32.75868176317908 1.0236964813011884 3.1250692691479696 3.4165036912183009e+00 3.5973226181277207 88.9135479947156   
20 400 32.60113565568954 1.0236964813011884 3.1250692691479696 3.2634277025208078e+00 3.662461920298682 21.078421580356185   
21 420 32.45559740605216 1.0236964813011884 3.1250692691479696 3.4470404150783827e+00 3.6434137253279877 21.10284613236326   
22 440 32.308583690764905 1.0277285427442404 3.1250692691479696 3.2223476767773436e+00 3.579465000727714 21.292889735251123   
23 460 32.173389018283494 1.0277285427442404 3.1250692691479696 3.2569968121905175e+00 3.58389959779558 56.89744140538643   
24 480 32.04190240021512 1.0277285427442404 3.0467566657122154 3.0467566657122154e+00 12.30964054567594 88.73458214576861   
25 500 31.92280335766835 1.0320079673471823 3.0467566657122154 3.1055971657351495e+00 3.5883539481449604 74.58490304082841   
26 520 31.822691775164632 1.0320079673471823 3.041575306970218 3.0415753069702181e+00 3.575049982518597 88.9561129328935   
27 540 31.744423822076413 1.0320079673471823 3.028738160209538 3.0287381602095378e+00 12.519361076658008 90.0841626305352   
